procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,procedimiento_estado,procedimiento_objeto,procedimiento_tipo,solicitud_de_contratacion_numero,financiamiento_fuente_prev,sistema_contratacion,presupuesto_oficial_monto,pliego_condiciones_generales_numero_gedo,pliego_condiciones_particulares_numero_gedo,publicacion_contratar_fecha,publicacion_bora_fecha,publicacion_cantidad_dias,consultas_inicio_fecha,consultas_fin_fecha
46/13-0206-LPU22,"OBRA DE CONSERVACION MEJORATIVA RUTA NACIONAL N° 25 SECCIÓN: KM. 165,22 - KM. 191,53.",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,EE-11476,Adjudicado,"OBRA DE CONSERVACIÓN MEJORATIVA.  RUTA: NACIONAL Nº 25 - PROVINCIA DEL CHUBUT.  TRAMO: LAS CHAPAS – LAS PLUMAS  SECCIÓN: KM. 165,22 - KM. 191,53",Licitación Pública,46/13-1233-SCO22,1.1,Unidad de medida;,138306000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-89061812-APN-DCHU#DNV,2022-09-01 0:01:00,2022-09-01 0:00:00,15,2022-09-01 7:00:00,2022-09-21 11:00:00
63-0033-LPU22,Puesta en valor de los edificios de las provincias de Salta y Jujuy pertenecientes a la JR NORTE.,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11402,Disponible Para Adjudicar,Puesta en valor de los edificios de las provincias de Salta y Jujuy pertenecientes a la JR NORTE.,Licitación Pública,63-48-SCO22,,Unidad de medida;,149929813.7,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-79086874-APN-DGO#ANSES,2022-09-01 0:01:00,,,2022-10-19 9:00:00,2022-11-28 23:59:00
46-0090-LPU22,CONSTRUCCION DE OBRA BASICA Y CARPETA CON MEZCLA ASFALTICA - RUTA NACIONAL N° 40,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11381,Pendiente Generar Documento Contractual,"OBRA: CONSTRUCCION DE OBRA BASICA Y CARPETA CON MEZCLA ASFALTICA.  RUTA: RUTA NACIONAL N° 40 - PROVINCIA DE SANTA CRUZ  TRAMO: LAGO CARDIEL (EMPALME R.N. N° 40-NUEVO TRAZADO)-TRES LAGOS  SECCIÓN I: (PROGR KM 791,68-PROGR KM 827,7).",Licitación Pública,46-663-SCO22,,Unidad de medida;,2629419000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-51409879-APN-LYC#DNV,2022-09-01 0:01:00,2022-09-01 0:00:00,15,2022-09-01 9:00:00,2022-09-27 23:59:00
46-0091-LPU22,CONSTRUCCION DE OBRA BASICA Y CARPETA CON MEZCLA ASFALTICA - RUTA NACIONAL N° 40,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11382,Con Documento Contractual,"OBRA: CONSTRUCCION DE OBRA BASICA Y CARPETA CON MEZCLA  ASFALTICA.  RUTA: RUTA NACIONAL N° 40 - PROVINCIA DE SANTA CRUZ  TRAMO: LAGO CARDIEL (EMPALME R.N. N° 40-NUEVO TRAZADO)-TRES LAGOS  SECCIÓN II: (PROGR KM 827,70-PROGR KM 864,00).",Licitación Pública,46-666-SCO22,1.1,Unidad de medida;,2628472000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-46149903-APN-LYC#DNV,2022-09-01 0:01:00,2022-09-01 0:00:00,15,2022-09-01 9:00:00,2022-09-27 23:59:00
46/12-0049-LPU22,"Mantenimiento y reparación de puentes - RN 231: KM 17,12 (s/Río Pireco), KM 21,26 (s/ Río Pereyra I)",46/12,46/12 - 12° Neuquen - DNV,604,604 - Dirección Nacional de Vialidad,EE-11349,Adjudicado,"OBRA DE CONSERVACIÓN MEJORATIVA: “REPARACIÓN DE PUENTES”  RUTA NACIONAL N° 231 - PROVINCIA DEL NEUQUÉN  TRAMO: KM 14,78 (CAMP. BRAZO RINCON) – LIMITE CON CHILE (PO. INT. SAMORE)  SECCIÓN: PUENTES KM 17,12 (S/RIO PIRECO), KM 21,26 (S/RIO PEREYRA I), KM 23,45 (S/RIO PEREYRA II), KM 27,89  (S/A° PANTOJO) Y KM 28,68 (S/R. PUYEHUE)",Licitación Pública,46/12-347-SCO22,1.1,Unidad de medida;,64115000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-84798552-APN-DNQ#DNV,2022-09-02 0:01:00,,,2022-09-02 10:00:00,2022-10-05 15:00:00
46-0112-LPU22,Malla 108 B – Sistema C.Re.Ma 2020,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11396,En Apertura,"Malla 108 B – Sistema C.Re.Ma 2020 – Ruta Nacional N° 22 (Km. 857,16 – Km. 1050,00) y Ruta Nacional N° 250 (Km 258,46 – 287,48) - Provincia de Río Negro.",Licitación Pública,46-928-SCO22,,Ajuste Alzado;,3877875000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-61486745-APN-LYC#DNV,2022-09-08 0:01:00,,,2022-09-08 9:00:00,2023-02-10 23:59:00
46/7-0228-LPU22,"Recuperación Pavimento Existente, RN Nº 178, Circunv. Las Rosas, Santa Fe - Kms. 201.30 – 205.36.",46/7,46/07 - 7° Santa Fe - DNV,604,604 - Dirección Nacional de Vialidad,EE-11493,Dejado Sin Efecto,"Recuperación del Pavimento Existente: Fresado, Bacheo Superficial, Construcción de Carpeta de Concreto Asfaltico y Reconstrucción de Banquina - RN Nº 178 - Circunvalación Ciudad de las Rosas - Santa Fe - Sección: Km. 201.300– Km. 205.360.",Licitación Pública,46/7-1430-SCO22,1.1,Unidad de medida;,125500000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-92224039-APN-DSF#DNV,2022-09-08 0:01:00,2022-09-08 0:00:00,10,2022-09-08 6:00:00,2022-09-19 23:59:00
46/13-0226-LPU22,"OBRA DE CONSERVACIÓN MEJORATIVA RNN° 25. LAS CHAPAS - LAS PLUMAS. KM 199,32 - 207,14.",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,EE-11490,Adjudicado,"OBRA DE CONSERVACIÓN MEJORATIVA RNN° 25. TRAMO: LAS CHAPAS - LAS PLUMAS. SECCIÓN:KM 199,32 - 207,14 (PTE. RIO CHUBUT).",Licitación Pública,46/13-1335-SCO22,1.1,Unidad de medida;,165436000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-91449459-APN-DCHU#DNV,2022-09-09 0:01:00,2022-09-09 0:00:00,15,2022-09-09 8:00:00,2022-10-04 10:00:00
46-0098-LPU22,CONSERVACIÓN DE RUTINA - SISTEMA MODULAR. PROVINCIA DEL NEUQUÉN.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11390,En Apertura,"OBRA: “CONSERVACIÓN DE RUTINA - SISTEMA MODULAR”.  PROVINCIA DEL NEUQUÉN.  RUTA NACIONAL Nº 40.  TRAMO: LTE. R. NEGRO/NEUQUÉN - EMP. R.N. N°231.  SECCIÓN: KM. 2056,04 - KM. 2124,50.  RUTA NACIONAL Nº 237.  TRAMO: EMP. R. N. N°1S40 (ALICURÁ) - EMP. R.N. N°40 (EX R.N. N°231).  SECCIÓN: KM. 1563,16 - KM. 1630,52.",Licitación Pública,46-597-SCO22,,Unidad de medida;,661723000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-54493785-APN-LYC#DNV,2022-09-09 0:01:00,2022-09-09 0:00:00,15,2022-09-09 9:00:00,2022-10-05 23:59:00
46-0071-LPU22,OBRA: Malla 603 – Sistema C.Re.Ma 2022,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11368,Publicado,"OBRA:  RN N° 3 – Tramo: San Sebastián (km 2766,83) – Tolhuin (km 2949,94) // RN Complementaria “i” – Tramo: Lte. c/Chile (km 0,00) – San Sebastián (km 10,86).Tierra del Fuego, Antártida e Islas del Atlántico Sur",Licitación Pública,46-866-SCO22,,Ajuste Alzado;,2953298000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-36302108-APN-LYC#DNV,2022-09-09 0:01:00,,,2022-09-09 9:00:00,2023-05-09 23:59:00
63-0034-LPU22,Puesta en valor de los edificios de la provincia de Tucumán pertenecientes a la JR NORTE.,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11409,Disponible Para Adjudicar,Puesta en valor de los edificios de la provincia de Tucumán pertenecientes a la JR NORTE.,Licitación Pública,63-53-SCO22,,Unidad de medida;,142408661.82,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-79604897-APN-DGO#ANSES,2022-09-13 0:01:00,,,2022-09-13 9:00:00,2022-12-07 23:59:00
63-0042-LPU22,Puesta en valor de los edificios pertenecientes a la JEFATURA REGIONAL LITORAL.,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11463,Dejado Sin Efecto,Puesta en valor de los edificios pertenecientes a la JEFATURA REGIONAL LITORAL.,Licitación Pública,63-93-SCO22,,Unidad de medida;,448857037.98,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-83710775-APN-DGO#ANSES,2022-09-13 0:01:00,2022-09-13 0:00:00,15,2022-09-13 8:00:00,2022-10-25 23:59:00
63-0038-LPU22,Puesta en valor de los edificios de la provincia de Santa Cruz pertenecientes a la JR SUR II.,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11435,Dejado Sin Efecto,Puesta en valor de los edificios de la provincia de Santa Cruz pertenecientes a la JR SUR II.,Licitación Pública,63-67-SCO22,,Unidad de medida;,102289212.67,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-91563245-APN-DGO#ANSES,2022-09-13 0:01:00,2022-09-13 0:00:00,15,2022-09-13 8:00:00,2022-11-09 23:59:00
74-0043-LPU22,Construcción de galpón de servicios auxiliares Parque Nacional Los Cardones,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11481,Dejado Sin Efecto,Construcción de galpón de servicios auxiliares Parque Nacional Los Cardones,Licitación Pública,74-576-SCO22,,Ajuste Alzado;,85647101.09,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-83697278-APN-DPR#APNAC,2022-09-14 0:01:00,2022-09-14 0:00:00,7,2022-09-14 9:00:00,2022-10-14 9:00:00
14-0025-LPU22,TENDIDO DE LA RED DE GAS NATURAL – PROYECTO RA-10,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11467,Dejado Sin Efecto,"La obra consiste en la ejecución de la red de distribución de gas natural, en media presión, desde un punto determinado de la red existente del Centro Atómico Ezeiza, en inmediaciones del Edificio de Geología hasta el predio del RA-10.  La cañería existente en el punto de conexión es de polietileno para gas de 3” de diámetro. La extensión aproximada de la nueva red es de 1600 metros y, dados los consumos previstos, la misma se estima será de 2” de diámetro.  La nueva red de gas debe garantizar el suministro a los siguientes equipos:  • Dos calderas pertenecientes al sistema de Agua Caliente para ventilación, ubicadas en el Edificio de Servicios.  La elección de la traza que se adjunta se proyectó considerando la ubicación del punto de conexión, las principales interferencias y construcciones existentes en el sitio y la ubicación de los equipos a abastecer.",Licitación Pública,14-870-SCO22,1.1,Ajuste Alzado;,26539826.95,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-97843525-APN-GAYF#CNEA,2022-09-19 10:01:02,2022-09-21 0:00:00,15,2022-09-20 10:00:00,2022-10-28 16:00:00
46/6-0255-LPU22,"Segundo Llamado - Reconstrucción de Alcantarilla y Accesos (RNN9 - Prog. Km 1907,46)",46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EE-11521,Dejado Sin Efecto,"Obra de Reconstrucción de Alcantarilla y Accesos Ruta Nacional Nº 9 - Provincia de Jujuy - Tramo: Abra Pampa - Cangrejillos - Sección: Alcantarilla (Prog. 1907,46)",Licitación Pública,46/6-1486-SCO22,1.1,Unidad de medida;,28531613.19,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-69882499-APN-DJJ#DNV,2022-09-21 13:01:01,2022-09-22 0:00:00,15,2022-09-22 12:00:00,2022-10-20 12:00:00
74-0051-LPU22,Construcción de Sanitarios en el Área de Acampe del Parque Nacional Quebrada del Condorito,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11501,Dejado Sin Efecto,Construcción de Sanitarios en el Área de Acampe del Parque Nacional Quebrada del Condorito,Licitación Pública,74-642-SCO22,,Ajuste Alzado;,258708856.9,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-92210728-APN-DPR#APNAC,2022-09-22 0:01:00,2022-09-22 0:00:00,15,2022-09-22 9:00:00,2022-11-03 10:00:00
74-0050-LPU22,Construcción de Centro de Visitantes y Mirador en el Parque Nacional Aconquija,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11498,Adjudicado,Construcción de Centro de Visitantes y Mirador en el Parque Nacional Aconquija,Licitación Pública,74-637-SCO22,,Ajuste Alzado;,47346412.83,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-91950361-APN-DPR#APNAC,2022-09-22 0:01:00,2022-09-22 0:00:00,15,2022-09-22 9:00:00,2022-11-03 9:00:00
63-0041-LPU22,"“Puesta en Valor,  de los edificios pertenecientes a la Jefatura Regional Noreste""	",63/0,"63/000 - Dirección de Contrataciones - ANSES II""",850,850 - Administración Nacional de la Seguridad Social,EE-11447,Dejado Sin Efecto,"“Puesta en Valor,  de los edificios pertenecientes a la Jefatura Regional Noreste""	",Licitación Pública,63-88-SCO22,,Unidad de medida;,449056793.29,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-83038215-APN-DGO#ANSES,2022-09-23 0:01:00,,,2022-09-23 9:00:00,2022-11-29 23:59:00
74-0054-LPU22,Construcción de Sistema Cloacal en el Parque Nacional Campos del Tuyu,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11503,Adjudicado,Construcción de Sistema Cloacal en el Parque Nacional Campos del Tuyu,Licitación Pública,74-657-SCO22,,Ajuste Alzado;,12233776.06,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-93720342-APN-DPR#APNAC,2022-09-29 0:01:00,2022-09-29 0:00:00,1900-01-15 0:00:00,2022-09-29 9:00:00,2022-11-11 9:00:00
14-0027-LPU22,SISTEMA SUMINISTRO Y PROVISIÓN DE AGUA SPAG Y SISTEMA DE TRATAMIENTO DE EFLUENTES LÍQUIDO STEF RA-10,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11469,Dictamen Autorizado,"El Sistema de Suministro y Provisión de Agua proveerá agua Industrial y agua Servicio para el funcionamiento del Reactor Multipropósito RA-10.   El Sistema de Suministro y Provisión de Agua (SPAG), cuenta con distintas calidades de agua requeridas, y se divide en los siguientes subsistemas:  ? SUMINISTRO DE AGUA (S/SS 5325) – SAG: Subsistema correspondiente al abastecimiento, pre-tratamiento y almacenamiento de agua para combate contra incendios, con una reserva específica para los S/SS 5380 y 5330.  ? PROVISIÓN DE AGUA INDUSTRIAL (S/SS 5380) – PAI: Subsistema correspondiente al tratamiento, almacenamiento y distribución de agua Industrial.  ? PROVISIÓN DE AGUA SERVICIO (S/SS 5330) – PAP: Subsistema correspondiente al almacenamiento y distribución de agua Servicio.  Cada uno de estos subsistemas está compuesto de instrumentos, bombas, tanques de almacenamiento, tanques hidroneumáticos y plantas de tratamiento (pre-tratamiento y osmosis) para asegurar las condiciones de suministro requeridas.  El Sistema de Tratamiento de Efluentes Líquidos (STEF) acondicionará el efluente del Reactor Multipropósito RA-10, para que estos cumplan con la legislación vigente, previo a su vuelco en el arroyo el Palo. En este sistema se recibe el efluente, se produce la mezcla y residencia del mismo, para finalmente conducirlo hacia el vuelco final.   El STEF, está compuesto por instrumentos, pileta de ecualización y bombas para asegurar las condiciones de vuelco requeridas.  ",Licitación Pública,14-922-SCO22,1.1,Ajuste Alzado;,492000000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2022-09-29 10:01:00,,,2022-09-30 10:00:00,2022-11-30 16:00:00
74-0056-LPU22,Construcción de 3 Portadas y Recepción al visitante en el Parque Nacional Ibera,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11514,Dejado Sin Efecto,Construcción de 3 Portadas y Recepción al visitante en el Parque Nacional Ibera,Licitación Pública,74-683-SCO22,,Ajuste Alzado;,385085302.16,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-97972742-APN-DPR#APNAC,2022-10-06 0:01:00,2022-10-06 0:00:00,7,2022-10-06 9:00:00,2022-11-09 9:00:00
46/1-0238-LPU22,"“SISTEMA DE ILUMINACIÓN RUTA NAC. 35 – TRAMO: Km 8,60 (Fin Obra AU RN33) – Km 9,69",46/1,46/01 - 19° Bahía Blanca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11500,Pendiente Generar Documento Contractual,"“SISTEMA DE ILUMINACIÓN RUTA NAC. 35 – TRAMO: Km 8,60 (Fin Obra AU RN33) – Km 9,69",Licitación Pública,46/1-1272-SCO22,1.1,Unidad de medida;,40056000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2022-10-12 0:01:00,2022-10-12 0:00:00,2,2022-10-12 8:00:00,2022-11-09 23:59:00
501-0043-LPU22,CASA DE LA MILITANCIA-H.I.J.O.S. y MADRES DE PLAZA DE MAYO LÍNEA FUNDADORA,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11477,Dejado Sin Efecto,"Contratación de la Obra Pública denominada “CASA DE LA MILITANCIA - H.I.J.O.S. y MADRES DE PLAZA DE MAYO LÍNEA FUNDADORA”, dentro del predio LHN EX ESMA, ubicadas en la Avenida del Libertador 8151 de la CIUDAD AUTÓNOMA DE BUENOS AIRES, por el sistema de ajuste alzado, en un solo renglón y en etapa única, bajo el régimen previsto por la Ley de Obras Públicas Nº 13.064.",Licitación Pública,501-79-SCO22,,Ajuste Alzado;,204481647.24,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-93144792-APN-DCYS#MOP,2022-10-13 0:01:00,,,2022-10-13 10:00:00,2022-12-12 17:00:00
46-0233-LPU22,RULO DE ACCESO A RUTA PROVINCIAL N°6 SENTIDO AL SURESTE - AUTOPISTA EZEIZA-CAÑUELAS,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11495,Fracasado,"RULO DE ACCESO A RUTA PROVINCIAL N°6 SENTIDO AL  SURESTE - AUTOPISTA EZEIZA-CAÑUELAS, Km. 62,930,  INTERSECCIÓN CON RUTA PROVINCIAL N° 6, PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-1457-SCO22,1.4,Ajuste Alzado;,130894207.12,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-97360193-APN-LYC#DNV,2022-10-14 0:01:00,2022-10-14 0:00:00,15,2022-10-14 9:00:00,2022-11-10 23:59:00
501-0025-LPU22,ANMAT - Nuevo Edificio Tecnología Médica,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11626,Dejado Sin Efecto,ANMAT - Nuevo Edificio Tecnología Médica,Licitación Pública,501-77-SCO22,,Ajuste Alzado;,922501552.28,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-93426170-APN-DCYS#MOP,2022-10-14 0:01:00,,,2022-10-14 10:00:00,2022-12-15 17:00:00
14-0030-LPU22,Remodelación y ampliación integral Instituto Balseiro - GAA,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11482,Dejado Sin Efecto,"La obra consiste en la remodelación del edificio del Instituto Balseiro donde se interviene en 740 metros cuadrados del edificio existente en planta baja y se proyecta un entrepiso de 248 metros cuadrados mediante un entramado de estructura metálica y doble placa fenólica de 18mm. El nuevo entrepiso destinado a oficinas y sala de reuniones se ubicará en el salón perteneciente a la ex-biblioteca del edificio actual.  El proyecto además incluye mejoras edilicias en el ingreso principal, en cuanto a la realización de nuevas terminaciones. Cercano al ingreso se contempla la ejecución de un bar / confitería. El mismo contempla una ampliación de superficie cubierta, así como otras pequeñas ampliaciones de salas de máquinas, sumando un total de 103 metros cuadrados de superficie nueva.  Se realizarán además cambios de cubierta existente por cubierta nueva en un total de 440 metros cuadrados.   El proyecto incluye, además: la realización de todas las instalaciones previstas, remodelación y creación de un ingreso secundario, como así también el recambio y traslado de carpinterías. ",Licitación Pública,14-923-SCO22,1.1,Ajuste Alzado;,240000000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,IF-2022-88948591-APN-GAA#CNEA,2022-10-17 10:01:00,2022-10-18 0:00:00,15,2022-10-18 10:00:00,2022-11-30 16:00:00
74-0045-LPU22,Refacción y refuncionalizacion Centro de Visitantes en el Parque Nacional El Palmar,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11491,Adjudicado,Refacción y refuncionalizacion Centro de Visitantes en el Parque Nacional El Palmar,Licitación Pública,74-603-SCO22,,Ajuste Alzado;,73992221.26,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-87958358-APN-DPR#APNAC,2022-10-19 0:01:01,2022-10-19 0:00:00,7,2022-10-19 9:00:00,2022-11-18 9:00:00
74-0058-LPU22,"Construcción de Taller-Galpón, incendios, emergencias y comunicaciones Parque Nacional Aconquija",74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11529,Desierto,"Construcción de Taller-Galpón, incendios, emergencias y comunicaciones Parque Nacional Aconquija",Licitación Pública,74-705-SCO22,,Ajuste Alzado;,168320844.9,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-101257535-APN-DPR#APNAC,2022-10-19 0:01:01,2022-10-19 0:00:00,7,2022-10-19 9:00:00,2022-11-18 9:00:00
74-0059-LPU22,"Construcción de Galpón de incendios, emergencia y comunicaciones en el Parque Nacional Pre Delta",74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11530,Dejado Sin Efecto,"Construcción de Galpón de incendios, emergencia y comunicaciones en el Parque Nacional Pre Delta",Licitación Pública,74-712-SCO22,,Ajuste Alzado;,165931354.64,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-102698414-APN-DPR#APNAC,2022-10-19 0:01:01,2022-10-19 0:00:00,7,2022-10-19 10:00:00,2022-11-18 10:00:00
74-0061-LPU22,Accesibilidad y puesta en valor del complejo sanitario en Isla Victoria-Parque Nacional Nahuel Huapi,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11536,Dejado Sin Efecto,Accesibilidad y puesta en valor del complejo sanitario en Isla Victoria-Parque Nacional Nahuel Huapi,Licitación Pública,74-734-SCO22,,Ajuste Alzado;,350141480.68,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-106042154-APN-DPR#APNAC,2022-10-19 0:01:01,2022-10-19 0:00:00,7,2022-10-19 10:00:00,2022-11-18 10:00:00
15-0045-LPU22,SISTEMA DE ALIMENTACIÓN ELÉCTRICO DEL EDIFICIO F08 - CEPI,15/0,15 - Subgerencia de Compras y Contrataciones,106,106 - Comisión Nacional de Actividades Espaciales,EE-11534,Con Documento Contractual,"“SISTEMA DE ALIMENTACIÓN ELÉCTRICO EDIFICIO F08 – CEPI”, Pipinas, Provincia de Buenos Aires.",Licitación Pública,15-149-SCO22,1.1,Ajuste Alzado;,95410035.9,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-111665407-APN-GAYRRHH#CONAE,2022-10-20 11:01:00,,,2022-10-20 11:01:00,2022-12-01 11:00:00
46/19-0261-LPU22,AMPLIACIÓN Y MEJORA DEL DISTRIBUIDOR EN CRUCE CON RUTA PROVINCIAL Nº 41.,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11527,Adjudicado,"AMPLIACION Y MEJORA DEL DISTRIBUIDOR EN CRUCE CON RUTA  PROVINCIAL Nº 41. RUTA: RUTA NACIONAL Nº 8 | AUTOPISTA PILAR – PERGAMINO.TRAMO:PILAR - PERGAMINO (TRAMO IIB). SECCIÓN: Aº De Giles (km.104,37)-Puente sobre Aª Gomez (km.116,99) BS.AS.",Licitación Pública,46/19-1570-SCO22,1.1,Ajuste Alzado;,130887182.48,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-105285752-APN-DBA#DNV,2022-10-20 14:01:00,2022-10-21 0:00:00,15,2022-10-20 16:00:00,2022-11-10 16:00:00
46-0144-LPU22,Obra: Repavimentación Ruta Nacional N° 35 - Provincia de Córdoba.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11431,En Apertura,"Obra: Repavimentación.  Ruta Nacional N° 35.  Tramo: Límite c/ La Pampa - Km. 543,01.  Sección: Km. 505,67 - Km. 543,01.  Provincia de Córdoba.",Licitación Pública,46-948-SCO22,1.1,Unidad de medida;,1605935022.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-67357085-APN-LYC#DNV,2022-10-21 0:01:00,2022-10-21 0:00:00,15,2022-10-21 9:00:00,2022-11-17 23:59:00
501-0028-LPU22,ACUEDUCTO DEL RÍO COLORADO Y OBRAS COMPLEMENTARIAS AL NORTE DE SANTA ROSA - LA PAMPA,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11392,En Evaluacion,ACUEDUCTO DEL RÍO COLORADO Y OBRAS COMPLEMENTARIAS AL NORTE DE SANTA ROSA - LA PAMPA,Licitación Pública,501-56-SCO22,,Ajuste Alzado; Unidad de medida;,16638282447.34,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-105006487-APN-DCYS#MOP,2022-10-22 0:01:00,,,2022-10-24 10:00:00,2023-01-13 17:00:00
