procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,procedimiento_estado,procedimiento_objeto,procedimiento_tipo,solicitud_de_contratacion_numero,financiamiento_fuente_prev,sistema_contratacion,presupuesto_oficial_monto,pliego_condiciones_generales_numero_gedo,pliego_condiciones_particulares_numero_gedo,publicacion_contratar_fecha,publicacion_bora_fecha,publicacion_cantidad_dias,consultas_inicio_fecha,consultas_fin_fecha
46-0264-LPU21,OBRA: REPAVIMENTACIÓN RUTA NACIONAL N° 3 -TRAMO: CAÑUELAS - SAN MIGUEL DEL MONTE.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11273,Adjudicado,REPAVIMENTACIÓN RUTA NACIONAL N° 3 -TRAMO: CAÑUELAS - SAN MIGUEL DEL MONTE. SECCIÓN: KM 67 a KM 88 y de KM 109 a KM 112. PROVINCIA DE BUENOS AIRES,Licitación Pública,46-1828-SCO21,1.1,Ajuste Alzado;,1019613225.27,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-3014973-APN-LYC#DNV,2022-02-02 0:01:00,2022-02-02 0:00:00,15,2022-02-02 9:00:00,2022-03-03 23:59:00
46-0001-LPU22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL N° 188,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11313,Adjudicado,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR  RUTA NACIONAL N° 188  TRAMO: SAN NICOLAS DE LOS ARROYOS (Km. 2,000) – PERGAMINO EMP. RUTA NACIONAL N° 8 (Km 71,870)  PROVINCIA DE BUENOS AIRES",Licitación Pública,46-1772-SCO21,1.1,Unidad de medida;,245000000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-5353756-APN-LYC#DNV,2022-02-04 0:01:00,2022-02-04 0:00:00,15,2022-02-04 9:00:00,2022-03-07 23:59:00
46-0320-LPU21,Obra Mejorativa y de Mantenimiento – SISTEMA MODULAR - Ruta Nacional N 3,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11305,Dejado Sin Efecto,Obra Mejorativa y de Mantenimiento – SISTEMA MODULAR - Ruta Nacional N 3 - TRAMO: Bahía Blanca – Dorrego - SECCIÓN: km 589.8 (Int. RN 3 – RP 72) – km 670.6 (Int RN 3 – RN 229) - Provincia de Buenos Aires.,Licitación Pública,46-2138-SCO21,1.1,Unidad de medida;,473425700.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-3994814-APN-LYC#DNV,2022-02-04 0:01:00,2022-02-04 0:00:00,15,2022-02-04 9:00:00,2022-03-07 23:59:00
46/13-0014-LPU22,"OBRA DE CONSERVACIÓN MEJORATIVA RN N° 25 - PROVINCIA DEL CHUBUT KM. 143,57 - KM. 165,22.",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,EE-11323,Adjudicado,"OBRA DE CONSERVACIÓN MEJORATIVA RN N° 25 - PROVINCIA DEL CHUBUT TRAMO: LAS CHAPAS - LAS PLUMAS. SECCIÓN: KM. 143,57 - KM. 165,22.",Licitación Pública,46/13-51-SCO22,1.1,Unidad de medida;,94507000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-8462020-APN-DCHU#DNV,2022-02-07 0:01:00,2022-02-07 0:00:00,15,2022-02-07 9:00:00,2022-02-24 11:00:00
46/11-0010-LPU22,READECUACION INTEGRAL CAMPAMENTO LA MERCED,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11320,Dejado Sin Efecto,"READECUACIÓN DE LA VIVIENDA DEL PERSONAL, COCINA, COMEDOR, BAÑOS Y EL SECTORDEDESCANSO. SE ADECUARA EL TALLER DE EQUIPOS, CONTEMPLANDO LA EJECUCION DELPAVIMENTADOCON ADOQUINES DE HORMIGON INTERTRABADOS EN PLAYA DE MANIOBRAS",Licitación Pública,46/11-2018-SCO21,1.1,Ajuste Alzado;,57118810.23,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-11517230-APN-DCAT#DNV,2022-02-15 0:01:00,2022-02-15 0:00:00,17,2022-02-15 0:30:00,2022-03-08 10:00:00
46/24-0221-LPU21,Obra de Conservación Mejorativa: Control de erosión en cunetas y banquinas RN N° 3 - Km 3008-3009,46/24,46/24 - 24° Tierra del Fuego - DNV,604,604 - Dirección Nacional de Vialidad,EE-11244,En Evaluacion,Obras para control de erosión en RN N° 3 - Sector denominado Paso Garibaldi - entre progresivas 3008-3009,Licitación Pública,46/24-2054-SCO21,1.1,Unidad de medida;,52544000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-107103359-APN-DTDF#DNV,2022-02-25 9:01:00,2022-03-02 0:00:00,15,2022-03-02 0:00:00,2022-03-23 10:00:00
74-0002-LPU22,"Completamiento de construcción de edificios, Intendencia, Taller y Viviendas en la Loc.de Jaramillo",74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11337,Adjudicado,"Finalizar  la obra de Intendencia, taller, depósito y viviendas del PNBP Jaramillo",Licitación Pública,74-60-SCO22,,Ajuste Alzado;,157892362.04,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-16083504-APN-DPR#APNAC,2022-03-03 0:01:00,2022-03-03 0:00:00,15,2022-03-03 10:00:00,2022-04-18 10:00:00
46-0006-LPU22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL N° 205 y RUTA NACIONAL N° 226,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11317,Adjudicado,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR  RUTA NACIONAL Nº 205  TRAMO: SALADILLO - BOLIVAR (Km 188,560 - Km 317,410)  RUTA NACIONAL Nº 226  TRAMO: OLAVARRIA - BOLIVAR (Km 300,000 - 404,500)  PROVINCIA DE BUENOS AIRES",Licitación Pública,46-1097-SCO21,1.1,Unidad de medida;,657091447.07,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-10643312-APN-LYC#DNV,2022-03-04 0:01:00,2022-03-04 0:00:00,15,2022-03-04 9:00:00,2022-04-01 23:59:00
63-0093-LPU21,"Puesta en valor, remodelación, reparación, ampliación y/o adecuación de los edificios JRConurbano II",63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11274,Adjudicado,"Puesta en valor, remodelación, reparación, ampliación y/o adecuación de los edificios JRConurbano II",Licitación Pública,63-214-SCO21,,Unidad de medida;,230673538.33,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-4873835-APN-DC#ANSES,2022-03-10 0:01:00,2022-03-10 0:00:00,15,2022-03-10 15:00:00,2022-05-03 23:59:00
46-0008-LPU22,"CONSTRUCCIÓN DE PAQUETE ESTRUCTURAL Y BANQUINAS, OBRAS DE ENCAUCE, DEFENSAS Y DISIPADORES",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11319,Con Documento Contractual,"CONSTRUCCIÓN DE PAQUETE ESTRUCTURAL Y BANQUINAS, OBRAS DE ENCAUCE, DEFENSAS Y DISIPADORES HIDRÁULICOS EN QUEBRADA DE LA CÉBILA - ETAPA I.  RUTA NACIONAL N° 60 – PROVINCIA DE CATAMARCA  TRAMO: EMP. RN 38 - LTE. CATAMARCA / LA RIOJA  SECCION: KM. 1.117,85 (FIN.SUP.) - KM. 1.161,37 (EMP. RP 46)",Licitación Pública,46-2093-SCO21,1.1,Unidad de medida;,539427316.22,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-10642484-APN-LYC#DNV,2022-03-11 0:01:00,2022-03-11 0:00:00,15,2022-03-11 9:00:00,2022-04-08 23:59:00
46/18-0027-LPU22,OBRA DE CONSERVACIÓN MEJORATIVA-RUTA NACIONAL Nº 89–GRAL. PINEDO–LIM. C/ SANTIAGO DEL ESTERO-CHACO,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EE-11336,Adjudicado,OBRA DE CONSERVACIÓN MEJORATIVA-RUTA NACIONAL Nº 89–GRAL. PINEDO–LIM. C/ SANTIAGO DEL ESTERO-CHACO,Licitación Pública,46/18-116-SCO22,1.1,Unidad de medida;,150744389.41,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-18506497-APN-DCHA#DNV,2022-03-11 0:01:00,2022-03-11 0:00:00,15,2022-03-14 7:00:00,2022-03-31 13:00:00
46-0004-LPU22,DUPLICACIÓN DE CALZADA RUTA NACIONAL N° 34 - Tramo: VARIANTE DE RAFAELA - EMP. RUTA PROVINCIAL N°13,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11315,Adjudicado,"OBRA: DUPLICACIÓN DE CALZADA RUTA NACIONAL N° 34 - Tramo: VARIANTE DE RAFAELA - EMP. RUTA PROVINCIAL N°13-Sección: PROG. 44+400 – PROG.  60+290,02 – PROVINCIA DE SANTA FE.",Licitación Pública,46-2218-SCO21,1.1,Unidad de medida;,4738676119.0,PLIEG-2022-10642913-APN-LYC#DNV,PLIEG-2022-10642913-APN-LYC#DNV,2022-03-15 0:01:00,2022-03-15 0:00:00,15,2022-03-15 9:00:00,2022-04-12 23:59:00
46/8-0216-LPU21,OBRA DE MANTENIMIENTO RN N° 76,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EE-11241,Dejado Sin Efecto,"BACHEO SUPERFICIAL CON CºAº, ESPESOR PROMEDIO E=0,05 M, INCLUIDO RIEGO DE LIGA, SELLADO DE FISURAS TIPO PUENTE Y REPOSICIÓN DE MATERIAL EN BANQUINAS Y TALUDES, EN SECTORES PARCIALES",Licitación Pública,46/8-847-SCO21,1.1,Unidad de medida;,94138000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-102233895-APN-DLR#DNV,2022-03-15 8:31:00,2022-03-16 0:00:00,23,2022-03-15 8:31:00,2022-04-04 9:00:00
46/8-0217-LPU21,OBRA DE MANTENIMIENTO RN N° 141,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EE-11242,Dejado Sin Efecto,OBRA DE MANTENIMIENTO RN N° 141,Licitación Pública,46/8-463-SCO21,1.1,Unidad de medida;,50974000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-101422627-APN-DLR#DNV,2022-03-15 8:31:00,2022-03-16 0:00:00,24,2022-03-16 8:00:00,2022-04-06 8:00:00
14-0050-LPU21,CONSTRUCCIÓN DE LA GUARDIA DE INGRESO SUR CAB - GAEN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11310,En Evaluacion,"La obra consiste en la ejecución de la obra de la “CONSTRUCCIÓN DE LA GUARDIA DE INGRESO SUR en el CENTRO ATÓMICO BARILOCHE”, en el acceso sur al predio del CAB, incluyendo 160m² de superficie cubierta,  300 m² de superficie semi cubierta, 1250 m² de parquizado y tratamiento exterior, instalaciones de datos, electricidad, gas, agua, calefacción, desagües cloacales y pluviales, y todas las terminaciones   ",Licitación Pública,14-1213-SCO21,1.1,Ajuste Alzado;,80000000.0,PLIEG-2022-24923592-APN-GAYF#CNEA,PLIEG-2022-24923592-APN-GAYF#CNEA,2022-03-17 10:01:00,2022-03-18 0:00:00,15,2022-03-18 10:00:00,2022-05-06 16:00:00
501-0025-LPU21,Palacio Haedo,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11282,Adjudicado,Restauro y puesta en valor de la envolvente exterior del edificio  Refuncionalización del interior  Ascensores e instalaciones complementarias.,Licitación Pública,501-13-SCO22,,Ajuste Alzado; Unidad de medida;,425341349.19,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-17957313-APN-DCYS#MOP,2022-03-19 0:01:00,,,2022-03-21 10:00:00,2022-06-07 16:00:00
46-0029-LPU22,"Obra de Conservación Mejorativa: Bacheo, Fresado y Construcción de Carpeta con Mezcla Asfáltica",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11338,Dejado Sin Efecto,"OBRA DE CONSERVACION MEJORATIVA:” BACHEO, FRESADO Y CONSTRUCCIÓN DE CARPETA CON MEZCLA ASFÁLTICA EN CALIENTE” -  RUTA NACIONAL N° 3 - PROVINCIA DE SANTA CRUZ - TRAMO: EMP RP.47 - RIO CHICO - SECCIÓN: Km 2234,81 – Km 2304,60",Licitación Pública,46-12-SCO22,,Unidad de medida;,394640000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-19601000-APN-LYC#DNV,2022-03-22 0:01:00,2022-03-22 0:00:00,15,2022-03-22 9:00:00,2022-04-21 23:59:00
46-0030-LPU22,"OBRA DE CONSERVACION MEJORATIVA:” BACHEO, FRESADO Y CONSTRUCCIÓN DE CARPETA CON MEZCLA ASFÁLTICA",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11339,Dejado Sin Efecto,"OBRA DE CONSERVACION MEJORATIVA:” BACHEO, FRESADO Y CONSTRUCCIÓN DE CARPETA CON MEZCLA ASFÁLTICA EN CALIENTE” RUTA NACIONAL N° 3 - PROVINCIA DE SANTA CRUZ - TRAMO: EMP.RP.47 - PT. S. JULIAN RP.25 - SECCIÓN: Km 2184,80 - Km 2234,81",Licitación Pública,46-11-SCO22,,Unidad de medida;,320874000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-19825641-APN-LYC#DNV,2022-03-22 0:01:00,2022-03-22 0:00:00,15,2022-03-22 9:00:00,2022-04-21 23:59:00
46-0002-LPU22,"REPAVIMENTACIÓN R.N. N° 226, REPAVIMENTACIÓN Y RUTA SEGURA R.N. N°3. PROVINCIA DE BUENOS AIRES.",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11314,Adjudicado,"REPAVIMENTACIÓN R.N. N° 226, SECCIÓN: R.N. N°3 (AZUL, Km. 254,94) – R.P. N°76 (COLONIA NIEVAS Km. 273,34). REPAVIMENTACIÓN Y RUTA SEGURA R.N. N°3 – SECCIÓN: R.N. N° 226 (AZUL) Km. 309 – Km. 327. PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-41-SCO22,1.1,Ajuste Alzado;,1054612651.62,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-20647055-APN-LYC#DNV,2022-03-28 0:01:00,2022-03-28 0:00:00,15,2022-03-28 9:00:00,2022-04-26 23:59:00
501-0013-LPU21,Reforma Sanitarios - Hospital POSADAS.,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11213,Adjudicado,Reforma de CIENTO NOVENTA Y DOS (192) sanitarios en pisos de internación.  El área total de intervención es de aproximadamente mil ochocientos metros cuadrados (1.800m²) cubiertos,Licitación Pública,501-12-SCO22,,Ajuste Alzado;,373467321.74,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-25963459-APN-DCYS#MOP,2022-03-30 0:01:00,,,2022-03-30 10:00:00,2022-05-31 16:00:00
46/9-0015-LPU22,RUTA NACIONAL A 014 –PROVINCIA DE SAN JUAN- TRAMO: RP N° 21 (CALLE TUCUMÁN) - RN N° 40 (B°  BARDIANI),46/9,46/09 - 9° San Juan - DNV,604,604 - Dirección Nacional de Vialidad,EE-11324,Dejado Sin Efecto,REPARACIÓN DE PUENTE S/ RP N° 2 (AV. SARMIENTO) “A” Y “O”; OBRAS COMPLEMENTARIAS.,Licitación Pública,46/9-1587-SCO21,1.1,Unidad de medida;,57852000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-13502572-APN-DSJ#DNV,2022-03-31 8:01:00,2022-04-01 0:00:00,15,2022-04-01 8:00:00,2022-04-26 13:00:00
46-0007-LPU22,"REPAVIMENTACIÓN Y RUTA SEGURA EN RN N° 3, TRAMO AZUL – CORONEL DORREGO",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11318,Dejado Sin Efecto,"REPAVIMENTACIÓN Y RUTA SEGURA EN RN N° 3, TRAMO AZUL – CORONEL DORREGO, SECCIÓN: KM 327,00 - KM 360,00. PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-2-SCO22,1.1,Ajuste Alzado;,1148166769.97,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-21563431-APN-LYC#DNV,2022-04-01 0:01:00,2022-04-01 0:00:00,15,2022-04-01 9:00:00,2022-05-02 23:59:00
46-0025-LPU22,OBRA: DISTRIBUIDOR ACCESO A JUAN ANCHORENA – RUTA NACIONAL N°8 AUTOPISTA PILAR - PERGAMINO,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11334,Adjudicado,OBRA DISTRIBUIDOR ACCESO A JUAN ANCHORENA – RUTA NACIONAL N°8 AUTOPISTA PILAR - PERGAMINO TRAMO: VIB – PROVINCIA DE BUENOS AIRES,Licitación Pública,46-1-SCO22,,Unidad de medida;,507422556.87,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-17956224-APN-LYC#DNV,2022-04-01 0:01:00,2022-04-01 0:00:00,15,2022-04-01 9:00:00,2022-05-02 23:59:00
34-0032-LPU21,"Instalación de Iluminación General, Modificación de Tableros y Obra Civil Paseo Colpon 185/89",34/0,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,EE-11302,Con Documento Contractual,"Instalación de iluminación general, modificación de tableros seccionales de piso y obra civil complementaria en planta baja y pisos 1º, 2º, 3º, 4º, 5º, 6º, 7º, 8º, 9º, 10º, 11º y 12º del edificio sito en Paseo Colón 185/189 de  la Ciudad Autónoma de Buenos Aires",Licitación Pública,34-3-SCO22,1.1,Ajuste Alzado;,64092576.43,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-25193262-APN-DGA#MEC,2022-04-04 0:01:00,2022-04-04 0:00:00,15,2022-04-04 1:00:00,2022-05-09 12:00:00
46/6-0184-LPU21,Construcción de Puente s/ Arroyo Coiruro - RN N°9 - Tramo: Río León – Emp. RN N° 52 (Purmamarca),46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EE-11225,Con Documento Contractual,La obra completa incluye la construcción del puente sobre el Arroyo Coiruro y sus accesos.,Licitación Pública,46/6-440-SCO22,1.1,Unidad de medida;,160876598.4,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-24020882-APN-DJJ#DNV,2022-04-04 12:01:00,,,2022-04-27 9:00:00,2022-05-20 9:00:00
46-0026-LPU22,"Ruta Nacional N° 8 Autopista: Pilar – Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11335,Adjudicado,"Ruta Nacional N°8 Autopista: Pilar – Pergamino, Tramo: IIB, en la Provincia de Buenos Aires",Licitación Pública,46-106-SCO22,,Unidad de medida;,605923091.87,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-17595334-APN-LYC#DNV,2022-04-06 0:01:00,,,2022-04-06 9:00:00,2022-05-23 23:59:00
46-0039-LPU22,"OBRA DE CONSERVACIÓN MEJORATIVA: RECONFORMACIÓN Y ENRIPIADO DE LA CALZADA EXISTENTE, REACONDICIONAM""",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11343,Pendiente Análisis,"OBRA DE CONSERVACIÓN MEJORATIVA: RECONFORMACIÓN Y ENRIPIADO  DE LA CALZADA EXISTENTE, REACONDICIONAMIENTO Y CONSTRUCCIÓN DE  ALCANTARILLAS, Y SEÑALIZACIÓN VERTICAL"".  RUTA NACIONAL Nº 1S40 - PROVINCIA DE RIO NEGRO Y DEL CHUBUT.  TRAMO: EMP. R.P. N° 6 - EMP. R.N. N° 40 (EX R.N. N° 258).  SECCIÓN: Km. 200,09 (EMP. R.P. N° 6) - Km. 246,59 (PTE. RIO CHUBUT).""",Licitación Pública,46-22-SCO22,,Unidad de medida;,494531000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-24025697-APN-LYC#DNV,2022-04-07 0:01:00,,,2022-04-07 9:00:00,2022-05-24 23:59:00
46/12-0312-LPU21,"ROTONDA INTERSECCIÓN RUTA NACIONAL N°40–CALLEJÓN DE BELLO, SAN MARTIN DE LOS ANDES SEGUNDO LLAMADO",46/12,46/12 - 12° Neuquen - DNV,604,604 - Dirección Nacional de Vialidad,EE-11297,Dejado Sin Efecto,"OBRA DE SEGURIDAD VIAL: “ROTONDA INTERSECCION  RUTA NACIONAL Nº40 – CALLEJON DE BELLO, SAN MARTIN DE LOS ANDES, PROVINCIA DEL  NEUQUEN - SEGUNDO LLAMADO",Licitación Pública,46/12-18-SCO22,,Unidad de medida;,28802181.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-26599766-APN-DNQ#DNV,2022-04-08 0:01:00,,,2022-04-08 10:00:00,2022-04-25 15:00:00
46-0262-LPU21,OBRA: CONSTRUCCION DE OBRA BASICA Y PAVIMENTO EN VARIANTE RUTA NACIONAL N° 40,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11271,Adjudicado,"OBRA: CONSTRUCCION DE OBRA BASICA Y PAVIMENTO EN VARIANTE - RUTA NACIONAL N°40 Y OBRAS DE ARTES MENORES - RUTA NACIONAL Nº 40 – PROVINCIA DE CATAMARCA - TRAMO: LTE. LA RIOJA/CATAMARCA-BELÉN - SECCION: Km 4.072,91 – Km 4.078,21 PASO EXTERNO - POR LA LOCALIDAD DE LONDRES",Licitación Pública,46-37-SCO22,,Unidad de medida;,193160911.2,IF-2019-68464597-APN-DNCOPRCYFC#JGM,IF-2022-21850000-APN-LYC#DNV,2022-04-12 0:01:00,2022-04-12 0:00:00,15,2022-04-12 9:00:00,2022-05-11 23:59:00
46-0036-LPU22,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL N° 3, TRAMO: AZUL – CORONEL DORREGO",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11340,Adjudicado,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL N° 3, TRAMO: AZUL – CORONEL DORREGO, SECCIÓN: KM 550,00 - KM 589,00. PROVINCIA DE BUENOS AIRES",Licitación Pública,46-3-SCO22,,Ajuste Alzado;,1630225891.35,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-22636724-APN-LYC#DNV,2022-04-18 0:01:00,2022-04-18 0:00:00,15,2022-04-18 9:00:00,2022-05-13 23:59:00
46-0054-LPU22,"AUTOPISTA RUTA NACIONAL N°7. ADECUACIÓN TRAVESÍA URBANA DE JUNÍN. TRAMO, Km. 258 – Km. 259,35.",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11358,Adjudicado,"PROYECTO EJECUTIVO “AUTOPISTA RUTA NACIONAL N°7. ADECUACIÓN TRAVESÍA URBANA DE JUNÍN. TRAMO, Km. 258 – Km. 259,35. PROVINCIA DE BUENOS AIRES.”",Licitación Pública,46-40-SCO22,,Ajuste Alzado;,2106884685.16,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-29027392-APN-LYC#DNV,2022-04-22 0:01:00,2022-04-22 0:00:00,15,2022-04-22 9:00:00,2022-05-20 23:59:00
46-0044-LPU22,OBRA: REPAVIMENTACIÓN Y RUTA SEGURA,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11347,En Evaluacion,"OBRA: REPAVIMENTACIÓN Y RUTA SEGURA EN R.N. N° 3, TRAMO: AZUL - CORONEL DORREGO, SECCIÓN: KM. 360,00 - KM. 400,00, PROVINCIA DE BUENOS AIRES",Licitación Pública,46-384-SCO22,,Ajuste Alzado;,1136419983.74,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-27463657-APN-LYC#DNV,2022-04-22 0:01:00,2022-04-22 0:00:00,15,2022-04-22 9:00:00,2022-05-20 23:59:00
46-0298-LPU21,C.Re.Ma. 2020 - MALLA 206,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11285,Adjudicado,"C.Re.Ma. 2020 - MALLA 206 - RUTA: Ruta Nacional Nº 22 – Provincia de Buenos Aires – Provincia de La Pampa - TRAMO: Emp. R. N. N°3 – Lte. La Pampa/R. Negro.""",Licitación Pública,46-123-SCO22,,Ajuste Alzado;,1988745000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-25096622-APN-LYC#DNV,2022-04-22 0:01:00,,,2022-04-22 9:00:00,2022-06-02 23:59:00
90-0002-LPU22,Nuevo Colector Cloacal Tajamar,90/0,90 - Departamento de Compras y Licitaciones-ENOHSA,613,613 - Ente Nacional de Obras Hídricas de Saneamiento,EE-11371,Fracasado,Colector Cloacal en la localidad de Tajamar,Licitación Pública,90-19-SCO22,,Ajuste Alzado; Unidad de medida;,600469294.01,PLIEG-2022-32747088-APN-GT#ENOHSA,,2022-04-22 14:01:00,,,2022-04-22 15:00:00,2022-07-06 17:00:00
46-0038-LPU22,RUTA NACIONAL N° 136 – ENTRE RÍOS,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11342,Adjudicado,"RUTA NACIONAL N° 136 – ENTRE RÍOS.  Repavimentación de Calzada, Pavimentación de Banquinas y Readecuación de  Intersección con R.P.Nº 42.",Licitación Pública,46-166-SCO22,,Unidad de medida;,1411826000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-26208446-APN-LYC#DNV,2022-04-26 0:01:00,2022-04-26 0:00:00,15,2022-04-26 9:00:00,2022-05-23 23:59:00
46/4-0065-LPU22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H°, RNNº 40, PCIA. MENDOZA",46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EE-11366,Adjudicado,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS Hº, RNNº 40, PCIA. MENDOZA, TR.: MZA. A/N RN7 – JOCOLÍ, SE.: GRAN MZA. (SAL.) // PLAZOLETA HÉROES DE LAS ISLAS MALVINAS (I) // EMP. A CALLE JUJUY (KM 3300,17) – CRUCE FF.CC. GRAL.MARTÍN (KM 3305.28)",Licitación Pública,46/4-395-SCO22,1.1,Unidad de medida;,176665744.0,PLIEG-2022-37903773-APN-DMZA#DNV,,2022-04-26 7:01:00,2022-04-27 0:00:00,15,2022-04-27 9:00:00,2022-06-06 12:00:00
